year,Population,Adults,Children,Singles,Taken,Hunger Deaths,Old Age Deaths,Average Age,Average Hunger,Average Prowess,Average Selfishness,Average Reciprocity
206,69,48,21,19,50,136,118,23.855072463768117,26.227284939785793,29.627787523982324,55.46376811594203,44.53623188405797
207,72,50,22,21,51,136,118,23.86111111111111,28.86286389170356,27.706580552740878,54.583333333333336,45.416666666666664
208,69,48,21,21,48,137,121,23.434782608695652,27.294751392845015,29.32959111913637,52.81159420289855,47.18840579710145
209,71,48,23,21,50,137,122,23.253521126760564,27.55487675885458,31.614137325652464,52.80281690140845,47.19718309859155
210,68,45,23,22,46,138,124,23.397058823529413,25.877688314847973,30.460546979269672,52.4264705882353,47.5735294117647
211,70,46,24,22,48,138,125,23.042857142857144,26.166666646615038,31.683122666665998,52.9,47.1
212,71,45,26,24,47,138,127,22.619718309859156,25.169544764854855,33.932364370109006,52.901408450704224,47.098591549295776
213,71,43,28,23,48,139,128,22.422535211267604,26.18088675342018,31.903620288833345,53.2112676056338,46.7887323943662
214,70,42,28,23,47,139,130,22.614285714285714,24.884653091279162,32.48677548014941,53.0,47.0
215,71,40,31,24,47,140,131,21.95774647887324,25.64841016366585,33.323420822249645,53.70422535211268,46.29577464788732
216,73,44,29,24,49,140,131,22.356164383561644,26.944826735554507,30.740104771294806,53.52054794520548,46.47945205479452
217,72,43,29,21,51,142,132,21.555555555555557,26.615267506577638,30.079176937866805,54.833333333333336,45.166666666666664
218,72,41,31,21,51,142,134,21.666666666666668,26.04827734858478,31.368499231409388,54.666666666666664,45.333333333333336
219,73,43,30,21,52,142,134,22.36986301369863,27.293904348074705,30.062260035486933,54.0958904109589,45.9041095890411
220,72,43,29,19,53,143,135,22.430555555555557,27.331176924454418,29.715928701000124,54.68055555555556,45.31944444444444
221,73,42,31,19,54,143,136,22.65753424657534,27.705097386472648,29.7469574080479,54.32876712328767,45.67123287671233
222,70,39,31,18,52,144,140,21.542857142857144,25.18902221443034,31.896692071283937,53.2,46.8
